"f_42-0:0","f_42-0:1","f_42-0:2",":0",":1",":2"
-0.47541,-0.77068,0,-0.57709,-0.93528,0
0.15115,-0.74359,0,0.26145,-1.2849,0
0.46463,-0.58185,0,0.83407,-1.0438,0
0.56266,-0.55618,0,0.89452,-0.88372,0
-0.78448,-0.14914,0,-1.2242,-0.23262,0
0.41275,-0.67388,0,0.65791,-1.0734,0
-0.56487,-0.47352,0,-1.0345,-0.86699,0
-0.53958,-0.053306,0,-1.8271,-0.18138,0
0.42995,0.65847,0,0.69168,1.0591,0
0.17325,0.51385,0,0.58564,1.739,0
0.14357,0.52065,0,0.48906,1.7763,0
0.55114,0.055791,0,1.7875,0.18029,0
0.60609,0.61035,0,0.81481,0.82056,0
-0.51111,-0.090819,0,-1.8879,-0.33622,0
0.20002,0.50471,0,0.67476,1.7041,0
-0.18459,-0.70754,0,-0.34346,-1.3167,0
-0.65152,-0.45569,0,-1.0255,-0.71718,0
0.2782,0.69625,0,0.49251,1.232,0
-0.51724,-0.037932,0,-1.9141,-0.14219,0
0.48181,0.1897,0,1.789,0.70213,0
-0.29226,-0.42771,0,-1.0833,-1.5868,0
0.3344,0.39695,0,1.235,1.4663,0
0.43089,0.32812,0,1.4617,1.1123,0
0.57875,0.10185,0,1.6679,0.29324,0
-0.024076,0.85291,0,-0.032737,1.1654,0
-0.83371,0.20372,0,-1.1259,0.27531,0
0.055382,-0.75586,0,0.096146,-1.3094,0
-0.10134,-0.50571,0,-0.38029,-1.8918,0
0.5685,0.1363,0,1.6554,0.39659,0
0.38108,0.69609,0,0.60209,1.0995,0
0.31401,-0.43879,0,1.0719,-1.5011,0
-0.088726,0.53709,0,-0.29862,1.8036,0
-0.50075,0.20897,0,-1.6927,0.7052,0
0.44919,-0.30248,0,1.5228,-1.0269,0
0.33374,-0.396,0,1.236,-1.4716,0
-0.042622,0.53996,0,-0.14532,1.8315,0
0.17034,0.7221,0,0.3081,1.305,0
-0.51677,0.16221,0,-1.7529,0.54891,0
0.51525,-0.038442,0,1.921,-0.1439,0
-0.079216,-0.54125,0,-0.26417,-1.8,0
0.22603,0.46611,0,0.8373,1.7289,0
-0.41588,-0.3479,0,-1.4071,-1.1776,0
-0.50575,-0.11771,0,-1.8669,-0.43481,0
0.39467,-0.35873,0,1.3791,-1.2563,0
-0.44632,-0.30556,0,-1.5175,-1.0392,0
0.39562,0.36874,0,1.3458,1.2539,0
0.26863,0.74989,0,0.42138,1.1757,0
-0.84977,0.021367,0,-1.17,0.029607,0
0.70878,0.283,0,1.2105,0.48359,0
-0.70939,-0.21772,0,-1.2819,-0.39343,0
0.33716,-0.42217,0,1.1481,-1.4405,0
0.32871,0.67172,0,0.58488,1.1947,0
-0.46166,-0.23447,0,-1.7134,-0.8701,0
-0.38381,0.67112,0,-0.63878,1.1171,0
-0.53162,0.032242,0,-1.8652,0.11141,0
-0.51646,-0.012238,0,-1.9261,-0.048035,0
0.12686,0.50151,0,0.47062,1.8652,0
0.19486,-0.50544,0,0.65947,-1.7146,0
0.61683,-0.5627,0,0.88041,-0.80279,0
-0.7941,-0.024246,0,-1.2518,-0.037969,0
-0.69446,0.39377,0,-1.0839,0.61481,0
-0.58952,-0.70878,0,-0.69027,-0.82993,0
0.63087,-0.39112,0,1.1389,-0.70594,0
0.29123,-0.42736,0,1.0813,-1.592,0
0.4862,-0.23563,0,1.6565,-0.80353,0
-0.29505,0.74998,0,-0.45182,1.1487,0
0.35184,-0.3777,0,1.3116,-1.4131,0
-0.74415,-0.058709,0,-1.3289,-0.1046,0
-0.41847,0.3013,0,-1.567,1.1266,0
-0.21155,0.49829,0,-0.7189,1.6921,0
-0.63276,0.53322,0,-0.91927,0.77479,0
0.24764,0.45291,0,0.92401,1.6919,0
-0.12727,0.49946,0,-0.47795,1.8709,0
0.4593,0.2842,0,1.5668,0.96842,0
-0.52238,-0.13913,0,-1.7791,-0.47424,0
0.12113,-0.52661,0,0.41152,-1.795,0
0.071019,-0.53665,0,0.24001,-1.8226,0
-0.47975,0.25429,0,-1.6196,0.85744,0
0.47929,-0.18672,0,1.8026,-0.70205,0
0.90908,-0.15855,0,1.0623,-0.18533,0
-0.5277,0.1075,0,-1.8105,0.36732,0
0.014557,0.53815,0,0.049164,1.8477,0
-0.37945,-0.38534,0,-1.2906,-1.3113,0
0.68875,0.50695,0,0.93668,0.68955,0
-0.71124,-0.37541,0,-1.0941,-0.57749,0
-0.084278,-0.694,0,-0.17146,-1.4129,0
-0.53783,0.003071,0,-1.8506,0.0092469,0
-0.61482,0.41633,0,-1.1093,0.75135,0
0.37734,-0.38301,0,1.2975,-1.3197,0
0.084894,0.85401,0,0.11481,1.1534,0
0.10231,0.50691,0,0.37953,1.8865,0
0.27008,-0.44141,0,1.0015,-1.6419,0
0.68634,-0.30417,0,1.2113,-0.5369,0
-0.32259,-0.43171,0,-1.1051,-1.4796,0
0.49251,0.2187,0,1.6881,0.74827,0
0.30631,-0.80783,0,0.40844,-1.0767,0
-0.67854,-0.4116,0,-1.0719,-0.65017,0
-0.14398,-0.81623,0,-0.20845,-1.1822,0
0.21261,0.76451,0,0.33612,1.2078,0
-0.16296,0.92397,0,-0.18412,1.0442,0
-0.05074,-0.51101,0,-0.19296,-1.9284,0
0.53796,-0.07003,0,1.8193,-0.23713,0
-0.48721,-0.16312,0,-1.8368,-0.61458,0
-0.57616,-0.59066,0,-0.84201,-0.86303,0
0.35582,0.40316,0,1.2243,1.3872,0
-0.79619,0.31954,0,-1.0761,0.43206,0
-0.60429,-0.45112,0,-1.0573,-0.78912,0
0.5226,-0.13845,0,1.7793,-0.4717,0
0.2775,0.46303,0,0.94713,1.5812,0
0.019257,-0.54031,0,0.064474,-1.8396,0
-0.32645,0.43323,0,-1.1042,1.4645,0
-0.32953,0.39367,0,-1.2447,1.4859,0
0.5004,0.11459,0,1.8903,0.4308,0
0.7995,-0.2116,0,1.1628,-0.30781,0
-0.76933,-0.19989,0,-1.2116,-0.31474,0
-0.44539,-0.26189,0,-1.6599,-0.9762,0
-0.74306,-0.29617,0,-1.1555,-0.46055,0
0.25995,0.8028,0,0.36333,1.1215,0
-0.86089,0.13354,0,-1.1283,0.17524,0
0.17107,-0.50859,0,0.5898,-1.7582,0
0.26951,-0.46352,0,0.93146,-1.6056,0
0.45717,-0.27995,0,1.5817,-0.96993,0
-0.37038,0.3923,0,-1.2664,1.3405,0
-0.28848,0.42327,0,-1.0945,1.6053,0
0.78721,0.34816,0,1.0569,0.46763,0
0.38449,-0.33803,0,1.4573,-1.2861,0
-0.030785,-0.74861,0,-0.054416,-1.3269,0
0.1704,-0.78936,0,0.26019,-1.2043,0
-0.45994,0.72166,0,-0.62476,0.98032,0
0.09417,0.52711,0,0.32603,1.8295,0
0.55281,0.66751,0,0.73208,0.88389,0
-0.82794,-0.17845,0,-1.1484,-0.24743,0
-0.38955,0.37212,0,-1.3359,1.2754,0
-0.27642,0.46178,0,-0.9502,1.5863,0
-0.1749,-0.48146,0,-0.66407,-1.8259,0
0.51005,0.038602,0,1.9403,0.14541,0
-0.20846,-0.49859,0,-0.71057,-1.6992,0
-0.5029,0.18259,0,-1.7485,0.63342,0
-0.065245,0.5319,0,-0.22694,1.8432,0
-0.51029,0.038526,0,-1.9394,0.1431,0
-0.74163,-0.41146,0,-1.0258,-0.56909,0
-0.48413,0.23015,0,-1.677,0.79597,0
0.55689,0.085287,0,1.7463,0.26686,0
-0.45501,0.29028,0,-1.5548,0.99092,0
-0.17466,0.48128,0,-0.66403,1.8269,0
0.92276,-0.098705,0,1.0663,-0.11405,0
0.53416,0.098972,0,1.8015,0.33277,0
0.05966,-0.7941,0,0.093801,-1.246,0
0.67473,0.56612,0,0.86509,0.72589,0
0.064677,0.76085,0,0.11059,1.2982,0
