"f:0","f:1","f:2",":0",":1",":2"
-0.029701395889519477,-0.7148698949205037,0,0.891,0,0
-0.029921300907350235,-0.7144206117425416,0,0.89,0,0
-0.03013986400995583,-0.7139676985102812,0,0.889,0,0
-0.030357076322787835,-0.7135111654571962,0,0.888,0,0
-0.03057292897129793,-0.7130510228167599,0,0.887,0,0
-0.030787413080937687,-0.7125872808224463,0,0.886,0,0
-0.031000519777158564,-0.7121199497077286,0,0.885,0,0
-0.031212240185412354,-0.7116490397060807,0,0.884,0,0
-0.03142256543115052,-0.7111745610509762,0,0.883,0,0
-0.031631486639824735,-0.7106965239758886,0,0.882,0,0
-0.03183899494081199,-0.7102149387657033,0,0.881,0,0
-0.03204508218789048,-0.7097298166693339,0,0.88,0,0
-0.032249741674375665,-0.709241169033414,0,0.879,0,0
-0.0324529668575646,-0.7087490070341324,0,0.878,0,0
-0.03265475119475458,-0.7082533418476774,0,0.877,0,0
-0.03285508814324267,-0.7077541846502379,0,0.876,0,0
-0.033053971160326046,-0.7072515466180024,0,0.875,0,0
-0.03325139370330199,-0.7067454389271596,0,0.874,0,0
-0.03344734922946746,-0.706235872753898,0,0.873,0,0
-0.03364183119611974,-0.7057228592744063,0,0.872,0,0
-0.03383483306055601,-0.705206409664873,0,0.871,0,0
-0.03402634828007345,-0.7046865351014868,0,0.87,0,0
-0.03421637031196911,-0.7041632467604364,0,0.869,0,0
-0.03440489261354018,-0.7036365558179103,0,0.868,0,0
-0.034591908642083946,-0.7031064734500972,0,0.867,0,0
-0.034777411854897466,-0.7025730108331856,0,0.866,0,0
-0.03496139570927792,-0.7020361791433642,0,0.865,0,0
-0.035143853662522484,-0.7014959895568217,0,0.864,0,0
-0.03532477917192833,-0.7009524532497464,0,0.863,0,0
-0.035504165694792644,-0.7004055813983273,0,0.862,0,0
-0.03568200668841248,-0.6998553851787529,0,0.861,0,0
-0.03585829561008502,-0.6993018757672116,0,0.86,0,0
-0.03603302591710755,-0.6987450643398923,0,0.859,0,0
-0.03620619106677725,-0.6981849620729834,0,0.858,0,0
-0.036377784516391065,-0.6976215801426737,0,0.857,0,0
-0.03654779972324629,-0.6970549297251517,0,0.856,0,0
-0.036716230144640094,-0.6964850219966061,0,0.855,0,0
-0.03688306923786966,-0.6959118681332254,0,0.854,0,0
-0.03704831046023216,-0.6953354793111983,0,0.853,0,0
-0.03721194727906996,-0.694755866739863,0,0.852,0,0
-0.03737397397765485,-0.6941730423608724,0,0.851,0,0
-0.03753438623538807,-0.6935870180401978,0,0.85,0,0
-0.037693179867708815,-0.6929978054455008,0,0.849,0,0
-0.03785035069005627,-0.6924054162444429,0,0.848,0,0
-0.03800589451786962,-0.6918098621046855,0,0.847,0,0
-0.03815980716658818,-0.6912111546938902,0,0.846,0,0
-0.03831208445165113,-0.6906093056797183,0,0.845,0,0
-0.03846272218849778,-0.6900043267298316,0,0.844,0,0
-0.0386117161925672,-0.6893962295118914,0,0.843,0,0
-0.038759062279298595,-0.6887850256935593,0,0.842,0,0
-0.03890475626413137,-0.6881707269424967,0,0.841,0,0
-0.03904879396250471,-0.6875533449263652,0,0.84,0,0
-0.03919117118985771,-0.6869328913128263,0,0.839,0,0
-0.03933188376162966,-0.6863093777695415,0,0.838,0,0
-0.039470927493259866,-0.6856828159641722,0,0.837,0,0
-0.03960829820018741,-0.6850532175643801,0,0.836,0,0
-0.03974399169785159,-0.6844205942378264,0,0.835,0,0
-0.03987800380169171,-0.683784957652173,0,0.834,0,0
-0.04001033032714685,-0.6831463194750811,0,0.833,0,0
-0.04014096708965631,-0.6825046913742123,0,0.832,0,0
-0.040269909904659285,-0.6818600850172281,0,0.831,0,0
-0.04039715458759496,-0.68121251207179,0,0.83,0,0
-0.04052269695390276,-0.6805619842055596,0,0.829,0,0
-0.04064653281902164,-0.6799085130861982,0,0.828,0,0
-0.04076865799839102,-0.6792521103813675,0,0.827,0,0
-0.04088906830744998,-0.6785927877587288,0,0.826,0,0
